num_images,all,giraffes,zebras
2,36200.0,1770.0,34680.0
3,36200.0,1770.0,34680.0
4,36200.0,1770.0,34680.0
5,9042.0,168.0,34680.0
6,11534.0,176.0,34680.0
7,7240.0,96.0,34680.0
8,4472.25,98.0,6460.0
9,3514.5,98.0,3895.0
10,3215.5,66.66666666666667,3906.0
11,2701.6363636363635,69.33333333333333,2853.25
12,2714.5,69.33333333333333,2818.8888888888887
13,2784.230769230769,69.33333333333333,2865.9
14,2816.5,69.33333333333333,2874.818181818182
15,2711.5,86.66666666666667,2690.5384615384614
16,2990.875,88.33333333333333,2992.923076923077
17,2715.6315789473683,88.33333333333333,2644.75
18,2718.0,106.0,2618.529411764706
19,2753.095238095238,108.0,2640.6111111111113
20,2915.0,108.0,2813.5
21,2845.0434782608695,112.0,2725.5
22,2929.3333333333335,114.0,2802.0476190476193
23,2871.0,135.33333333333334,2708.304347826087
24,2847.8571428571427,168.0,2676.32
25,2772.4666666666667,173.33333333333334,2597.1111111111113
26,2892.1666666666665,176.0,2714.0
27,2986.2,176.0,2808.8518518518517
28,3025.6451612903224,198.0,2829.8571428571427
29,2963.6363636363635,198.0,2763.133333333333
30,3017.294117647059,198.0,2815.1935483870966
31,2997.4444444444443,198.0,2792.787878787879
32,3064.8333333333335,201.0,2856.0
33,3081.4594594594596,201.0,2870.676470588235
34,3090.4736842105262,207.0,2878.542857142857
35,3092.3076923076924,213.0,2868.0
36,2960.6428571428573,213.0,2735.897435897436
37,3011.904761904762,213.0,2788.0
38,3109.904761904762,213.0,2887.5641025641025
39,3175.714285714286,213.0,2953.846153846154
40,3264.0,216.0,3035.7179487179487
41,3317.5476190476193,216.0,3090.25641025641
42,3413.5714285714284,219.0,3180.0
43,3476.6666666666665,219.0,3243.4871794871797
44,3534.4523809523807,225.0,3289.2820512820513
45,3538.1162790697676,231.0,3282.0
46,3447.0666666666666,195.0,3256.439024390244
47,3464.6739130434785,200.0,3260.8333333333335
48,3386.25,202.5,3173.2727272727275
49,3447.375,202.5,3234.4772727272725
50,3529.938775510204,222.75,3302.4
51,3591.5102040816328,222.75,3364.0
52,3634.6938775510203,222.75,3407.311111111111
53,3670.408163265306,222.75,3443.733333333333
54,3531.75,222.75,3302.8333333333335
55,3569.0384615384614,231.0,3336.0833333333335
56,3608.653846153846,233.75,3370.875
57,3643.096153846154,233.75,3405.8333333333335
58,3677.6923076923076,233.75,3440.9583333333335
59,3701.6346153846152,233.75,3465.0
60,3736.5,233.75,3500.4166666666665
61,3790.3076923076924,233.75,3554.6875
62,3761.169811320755,233.75,3524.4897959183672
63,3782.754716981132,236.5,3541.326530612245
64,3673.875,206.4,3484.764705882353
65,3659.9298245614036,206.4,3469.269230769231
66,3667.155172413793,206.4,3476.0943396226417
67,3630.0,174.0,3497.4528301886794
68,3621.0666666666666,163.42857142857142,3534.830188679245
69,3615.0819672131147,163.42857142857142,3525.5555555555557
70,3607.2903225806454,163.42857142857142,3515.2
71,3576.75,163.42857142857142,3476.684210526316
72,3519.0,163.42857142857142,3411.7118644067796
73,3516.716417910448,163.42857142857142,3407.25
74,3508.0588235294117,163.42857142857142,3408.1967213114754
