num_images,all,giraffes,zebras
2,36200.0,1770.0,34680.0
3,36200.0,1770.0,34680.0
4,888.0,63.0,841.5
5,1716.0,42.0,2053.5
6,1268.4,40.0,1330.0
7,2120.4,52.0,2296.0
8,4332.666666666667,34.5,11008.0
9,1443.0,46.666666666666664,1671.4285714285713
10,2022.2222222222222,156.0,1872.0
11,2762.75,34.0,2768.5714285714284
12,3223.0,192.0,3078.1666666666665
13,2056.3076923076924,81.66666666666667,2132.9
14,2241.5384615384614,76.0,2315.4545454545455
15,1844.6315789473683,65.0,1850.0625
16,3089.4545454545455,112.5,3185.0
17,2072.222222222222,75.0,2242.5714285714284
18,3463.1428571428573,141.0,3248.3846153846152
19,4201.363636363636,72.0,4484.0
20,2766.6666666666665,98.0,2711.5
21,3660.4285714285716,78.66666666666667,3955.0
22,3069.0,171.0,2817.6315789473683
23,3061.2631578947367,285.0,2765.0
24,3160.2,140.0,3044.222222222222
25,3963.3333333333335,88.5,3949.375
26,2954.88,118.0,2893.4545454545455
27,2874.08,126.0,2737.695652173913
28,3556.9565217391305,114.0,3595.8
29,2993.214285714286,155.0,2841.153846153846
30,2903.6451612903224,118.8,2959.846153846154
31,2952.1612903225805,78.66666666666667,2897.1428571428573
32,2862.3636363636365,108.5,2839.1724137931033
33,3052.9032258064517,150.0,2895.448275862069
34,3511.3548387096776,161.0,3367.8928571428573
35,3461.2903225806454,132.0,3369.035714285714
36,3000.0,130.0,2878.28125
37,2937.6,129.6,2901.8571428571427
38,2820.0975609756097,105.6,2790.0
39,3490.6666666666665,272.0,3222.0
40,3345.948717948718,142.0,3206.777777777778
41,2775.304347826087,133.0,2664.6666666666665
42,3418.2,140.0,3229.090909090909
43,3804.0,310.5,3508.3636363636365
44,4040.4375,154.0,3906.206896551724
45,3220.9347826086955,160.6,3131.756097560976
46,3296.7391304347825,126.66666666666667,3284.125
47,3156.521739130435,230.0,2968.720930232558
48,3966.3,210.66666666666666,3756.4864864864867
49,3055.52,276.0,2824.9166666666665
50,2833.8275862068967,131.85714285714286,2780.705882352941
51,3259.8823529411766,192.5,3093.9574468085107
52,3138.8823529411766,140.4,3040.4347826086955
53,3600.0,134.4,3532.1363636363635
54,3378.4615384615386,240.0,3130.2
55,3173.5333333333333,151.2,3029.5272727272727
56,3231.1111111111113,142.28571428571428,3206.0
57,3432.2075471698113,138.85714285714286,3430.086956521739
58,3681.372549019608,253.33333333333334,3454.3333333333335
59,3319.396551724138,176.0,3170.1509433962265
60,3182.516129032258,168.0,2992.3793103448274
61,3619.2727272727275,332.0,3312.0754716981132
62,3400.035087719298,229.33333333333334,3160.685185185185
63,3445.7049180327867,201.6,3278.5714285714284
64,3406.688524590164,144.0,3281.1428571428573
65,3350.769230769231,186.75,3164.6065573770493
66,3311.409090909091,174.0,3142.72131147541
67,3085.0746268656717,149.14285714285714,2989.616666666667
68,3726.7241379310344,186.33333333333334,3611.1923076923076
69,3517.032258064516,161.57142857142858,3443.2
70,3554.5714285714284,182.0,3420.6140350877195
71,3322.1408450704225,139.2,3176.151515151515
72,3765.6206896551726,224.0,3550.181818181818
73,3910.2264150943397,162.0,3784.4583333333335
74,3433.455882352941,163.16666666666666,3298.016129032258
